point_estimate	std_error	z_score	p_value	SV_counts_cases	SV_counts_cases_max	number_of_cases_with_zero_SVs	total_cases	SV_counts_controls	SV_counts_controls_max	number_of_controls_with_zero_SVs	total_controls	number_of_unique_SVs	category_name
-0.168676477510699	0.748356535941895	-0.225395876710557	0.821671319033781	2	1	770	772	16	2	4560	4575	22	DEL.SINGLETON.ANY.ANY.ANY.oncogenic_MAPK_signaling_genes
-0.0588107542821817	0.322344198802245	-0.182447069004836	0.855231889897725	11	1	739	750	59	3	4393	4450	90	DEL.SINGLETON.ANY.ANY.ANY.signaling_transduction_by_receptor_tyrosine_kinases_genes
0.753459671360001	0.23664899024742	3.18387021458342	0.00145320152453884	19	2	759	772	38	2	4547	4575	14	CPX_or_INV.RARE.PREDICTED_COPY_GAIN.unconstrained.ANY.protein_coding
0.891993463319018	0.931486686400811	0.957601945730012	0.338263517652218	2	1	770	772	4	1	4571	4575	13	CPX_or_INV.RARE.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.protein_coding
0.818052264518261	0.227375140413312	3.59780872716008	0.000320909471543713	22	2	756	772	43	2	4542	4575	28	CPX_or_INV.RARE.PREDICTED_COPY_GAIN.ANY.ANY.protein_coding
-0.372854600142146	1.00835654177378	-0.369764646427806	0.711557859188353	1	1	771	772	11	2	4566	4575	14	CPX_or_INV.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.expressed_in_muscle_skeletal.protein_coding
0.168034704823693	0.405379233699489	0.414512364854532	0.678498913471612	7	2	766	772	33	2	4544	4575	32	CPX_or_INV.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.protein_coding
-0.0567087752690631	0.301115352282494	-0.188329073357446	0.850618695859816	13	1	759	772	87	2	4491	4575	33	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.protein_coding
-0.0113893441438088	0.246487033703583	-0.046206666422483	0.96314552911507	20	1	752	772	126	2	4452	4575	58	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.protein_coding
-0.55634445298126	0.395359571706341	-1.4071859967374	0.159372242873729	7	1	765	772	78	2	4502	4575	26	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.protein_coding
-0.737107498811558	0.344210515475285	-2.14144387132904	0.0322382602561722	9	1	763	772	120	2	4462	4575	36	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.ANY.protein_coding
-1.98800769608075	1.01828806232965	-1.95230384173666	0.0509021416250539	1	1	771	772	42	1	4533	4575	26	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.unconstrained.expressed_in_muscle_skeletal.protein_coding
-0.201346492706754	0.201103583579464	-1.00120788065019	0.316726317380107	28	3	746	772	215	2	4370	4575	98	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.unconstrained.ANY.protein_coding
-0.281456849829461	0.200070095268796	-1.40679120211005	0.159489312153367	29	1	743	772	246	3	4342	4575	131	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.expressed_in_muscle_skeletal.protein_coding
-0.068495174349896	0.111366205701706	-0.615044518382533	0.538525320720359	94	4	689	772	605	3	4019	4575	343	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.ANY.protein_coding
-0.353418665211406	0.527994398904599	-0.669360633265475	0.50326545732076	4	1	768	772	30	2	4546	4575	15	CPX_or_INV.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.ANY.cosmic_cancer_genes
0.085597152801423	0.237689867171262	0.360121168900094	0.718756522866936	22	1	748	770	125	2	4441	4564	64	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.lof_constrained.ANY.protein_coding
-0.162630084468691	0.638874209024692	-0.254557285567941	0.799065053667402	3	1	769	772	18	1	4557	4575	22	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.protein_coding
0.00124348484138302	0.291885441147801	0.00426018110561862	0.996600877551466	14	1	758	772	88	2	4490	4575	36	CPX_or_INV.RARE.ANY.lof_constrained.expressed_in_muscle_skeletal.protein_coding
-0.0269400775455623	0.246396445960944	-0.109336307350117	0.912935750102971	20	1	752	772	127	2	4451	4575	60	CPX_or_INV.RARE.ANY.lof_constrained.ANY.protein_coding
-0.444033084462088	0.37207695139866	-1.19339046074459	0.232716489172142	8	1	764	772	79	2	4501	4575	29	CPX_or_INV.RARE.ANY.missense_constrained.expressed_in_muscle_skeletal.protein_coding
-0.647153992138579	0.327787213367343	-1.97431127800989	0.048346359294735	10	1	762	772	121	2	4461	4575	40	CPX_or_INV.RARE.ANY.missense_constrained.ANY.protein_coding
-2.00090850853944	1.0178675947656	-1.96578466475321	0.049323489968168	1	1	771	772	44	1	4531	4575	29	CPX_or_INV.RARE.ANY.unconstrained.expressed_in_muscle_skeletal.protein_coding
0.131117615312437	0.151917913369636	0.863081992137499	0.388092388145734	47	3	734	772	255	2	4340	4575	115	CPX_or_INV.RARE.ANY.unconstrained.ANY.protein_coding
-0.259207611191804	0.196447375094786	-1.3194760737665	0.187010003871586	30	1	742	772	253	3	4337	4575	141	CPX_or_INV.RARE.ANY.ANY.expressed_in_muscle_skeletal.protein_coding
0.0550526467524839	0.101141696488839	0.544312075668605	0.586226738551199	113	4	678	772	645	3	3990	4575	365	CPX_or_INV.RARE.ANY.ANY.ANY.protein_coding
-0.369142332880299	0.527398583846207	-0.699930459024408	0.483970734389476	4	1	768	772	31	2	4545	4575	17	CPX_or_INV.RARE.ANY.ANY.ANY.cosmic_cancer_genes
0.891993463319018	0.931486686400811	0.957601945730012	0.338263517652218	2	1	770	772	4	1	4571	4575	13	CPX_or_INV.SINGLETON.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.protein_coding
0.97090470517568	0.740291822304397	1.31151618310929	0.189683429901667	3	1	769	772	7	1	4568	4575	23	CPX_or_INV.SINGLETON.PREDICTED_COPY_GAIN.ANY.ANY.protein_coding
0.131723657272927	0.465466487087313	0.282992784501407	0.777182368156945	6	1	741	747	29	1	4420	4449	40	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.missense_constrained.ANY.protein_coding
-0.572516156539546	0.758571988590276	-0.754728839386102	0.450411698783928	2	1	770	772	17	1	4558	4575	26	CPX_or_INV.SINGLETON.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.protein_coding
-0.495897930273248	0.76770850518464	-0.645945599044758	0.518314587240926	2	1	770	772	15	1	4560	4575	21	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.protein_coding
0.45968103207764	0.419829461796157	1.09492323409364	0.273550269181189	8	1	764	772	27	1	4548	4575	42	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.protein_coding
-1.79542376070589	1.51234494553614	-1.6533894940864	0.098251619631363	0	0	772	772	14	1	4561	4575	16	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.protein_coding
-1.90772225142594	1.50013583683545	-1.80680194390637	0.0707931655213317	0	0	772	772	16	1	4559	4575	20	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.ANY.protein_coding
-1.40910863467978	1.52690775295541	-1.20840700325624	0.226890747325984	0	0	772	772	13	1	4562	4575	20	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.unconstrained.expressed_in_muscle_skeletal.protein_coding
0.00657838343857657	0.382192476920918	0.0172122263932938	0.986267308383319	8	2	765	772	45	2	4531	4575	67	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.unconstrained.ANY.protein_coding
-0.776655865397039	0.475082744578853	-1.6347802025214	0.102095132386626	5	1	767	772	60	1	4515	4575	89	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.expressed_in_muscle_skeletal.protein_coding
-0.0302554786261739	0.212810862467866	-0.14217074389585	0.8869451400134	27	3	747	772	150	2	4428	4575	232	CPX_or_INV.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.ANY.protein_coding
-0.13762543324698	0.646844440248432	-0.212764344382588	0.831510776011535	3	1	769	772	16	1	4559	4575	24	CPX_or_INV.SINGLETON.ANY.lof_constrained.expressed_in_muscle_skeletal.protein_coding
0.398679089038981	0.417507890606841	0.954901926427085	0.339627295476798	8	1	764	772	28	1	4547	4575	44	CPX_or_INV.SINGLETON.ANY.lof_constrained.ANY.protein_coding
-1.11808770753877	1.04566440763729	-1.06926055756753	0.284952278119433	1	1	771	772	15	1	4560	4575	19	CPX_or_INV.SINGLETON.ANY.missense_constrained.expressed_in_muscle_skeletal.protein_coding
-1.23126964125802	1.0401849848389	-1.18370257137361	0.236530820739257	1	1	771	772	17	1	4558	4575	24	CPX_or_INV.SINGLETON.ANY.missense_constrained.ANY.protein_coding
-1.45147823416581	1.51788111431327	-1.25920783379921	0.207955272755026	0	0	772	772	15	1	4560	4575	23	CPX_or_INV.SINGLETON.ANY.unconstrained.expressed_in_muscle_skeletal.protein_coding
-0.0929228121443417	0.380635818382172	-0.2441252442802	0.807133821813728	8	2	765	772	51	2	4525	4575	80	CPX_or_INV.SINGLETON.ANY.unconstrained.ANY.protein_coding
-0.609215465106363	0.437605039130214	-1.39215824917657	0.163874482535737	6	1	766	772	63	1	4512	4575	96	CPX_or_INV.SINGLETON.ANY.ANY.expressed_in_muscle_skeletal.protein_coding
-0.517872681046318	0.533179941901026	-0.971290628825738	0.331403574042418	4	1	768	772	42	2	4534	4575	30	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.unconstrained.expressed_in_muscle_skeletal.protein_coding
0.0375100203854342	0.159865075795672	0.234635489951394	0.814491661397959	42	2	734	772	256	3	4347	4575	136	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.unconstrained.ANY.protein_coding
-0.0748559211886285	0.211781886778666	-0.353457617774746	0.723745396909895	27	3	747	772	159	2	4420	4575	249	CPX_or_INV.SINGLETON.ANY.ANY.ANY.protein_coding
-1.46343246792673	1.57001726581957	-1.23697035972654	0.216098086821911	0	0	772	772	9	1	4566	4575	11	CPX_or_INV.SINGLETON.ANY.ANY.ANY.cosmic_cancer_genes
-0.458026652297217	0.405057915173491	-1.13076830532009	0.258152623344504	7	1	764	771	72	2	4503	4574	36	INS_ALL.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.unconstrained.ANY.protein_coding
0.00498007985822612	0.453471421051063	0.0109821250624421	0.991237708100619	6	1	765	771	40	1	4535	4575	31	INS_ALL.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.expressed_in_muscle_skeletal.protein_coding
-0.542540746568921	0.277803233280825	-1.9529677180556	0.0508234205176703	15	1	757	772	166	2	4410	4575	107	INS_ALL.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.ANY.protein_coding
-0.458026652297217	0.405057915173491	-1.13076830532009	0.258152623344504	7	1	764	771	72	2	4503	4574	36	INS_ALL.RARE.ANY.unconstrained.ANY.protein_coding
0.00498007985822612	0.453471421051063	0.0109821250624421	0.991237708100619	6	1	765	771	40	1	4535	4575	31	INS_ALL.RARE.ANY.ANY.expressed_in_muscle_skeletal.protein_coding
-0.542540746568921	0.277803233280825	-1.9529677180556	0.0508234205176703	15	1	757	772	166	2	4410	4575	107	INS_ALL.RARE.ANY.ANY.ANY.protein_coding
0.193083224318412	0.572621865538761	0.337191497458356	0.735972546421502	4	1	768	772	19	1	4556	4575	30	INS_ALL.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.unconstrained.ANY.protein_coding
0.638912712556393	0.540788840649134	1.18144581494965	0.23742566681536	5	1	767	772	15	1	4560	4575	25	INS_ALL.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.expressed_in_muscle_skeletal.protein_coding
0.097351196810401	0.361270317154917	0.269469126545084	0.787568697248304	10	1	762	772	49	1	4526	4575	83	INS_ALL.SINGLETON.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.ANY.ANY.protein_coding
0.193083224318412	0.572621865538761	0.337191497458356	0.735972546421502	4	1	768	772	19	1	4556	4575	30	INS_ALL.SINGLETON.ANY.unconstrained.ANY.protein_coding
0.638912712556393	0.540788840649134	1.18144581494965	0.23742566681536	5	1	767	772	15	1	4560	4575	25	INS_ALL.SINGLETON.ANY.ANY.expressed_in_muscle_skeletal.protein_coding
0.097351196810401	0.361270317154917	0.269469126545084	0.787568697248304	10	1	762	772	49	1	4526	4575	83	INS_ALL.SINGLETON.ANY.ANY.ANY.protein_coding
0.146847619598799	0.30716623372694	0.478072142947005	0.632598858427951	13	1	756	769	76	2	4499	4571	94	ANY.RARE.PREDICTED_COPY_GAIN.lof_constrained.expressed_in_muscle_skeletal.protein_coding
0.368354593599924	0.209989264906827	1.75415916505715	0.0794032380834617	26	2	747	772	111	4	4469	4572	131	ANY.RARE.PREDICTED_COPY_GAIN.lof_constrained.ANY.protein_coding
-0.472226892243236	1.06917670340184	-0.441673383586393	0.658725572824497	1	1	746	747	9	1	4438	4447	14	ANY.RARE.PREDICTED_COPY_GAIN.lof_constrained.ANY.cosmic_cancer_genes
0.170980701635004	0.156424436163688	1.09305621185736	0.274369120045644	51	2	722	771	257	2	4326	4573	172	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.expressed_in_muscle_skeletal.protein_coding
-0.725459175133171	1.63738331805577	-0.5339521593715	0.59337463358509	0	0	745	745	7	1	4432	4439	12	ANY.RARE.PREDICTED_COPY_GAIN.lof_constrained.ANY.signaling_transduction_by_receptor_tyrosine_kinases_genes
0.00805536876159079	0.241225624754573	0.0333935035707192	0.973360790174739	20	1	751	771	138	3	4442	4569	123	ANY.RARE.PREDICTED_COPY_GAIN.missense_constrained.expressed_in_muscle_skeletal.protein_coding
-0.0373515034338615	0.185633829276114	-0.201210649909637	0.8405338643677	33	2	718	750	208	3	4260	4450	167	ANY.RARE.PREDICTED_COPY_GAIN.missense_constrained.ANY.protein_coding
-0.00502074458833246	0.194543144778368	-0.0258078720483948	0.979410582954813	32	2	739	770	186	2	4392	4571	172	ANY.RARE.PREDICTED_COPY_GAIN.unconstrained.expressed_in_muscle_skeletal.protein_coding
0.160468829965083	0.0769809408665093	2.08452674335778	0.0371122802090917	163	6	629	749	798	4	3780	4450	477	ANY.RARE.PREDICTED_COPY_GAIN.unconstrained.ANY.protein_coding
0.0118283658554063	0.102065013472205	0.11589050403278	0.907739321669038	103	3	683	770	578	4	4059	4571	472	ANY.RARE.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.protein_coding
0.781081276396519	0.435378051621843	1.79402997805444	0.0728083841035952	8	1	739	747	22	1	4422	4444	16	ANY.RARE.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.cosmic_cancer_genes
-0.579592041584578	1.07377959982559	-0.539768162552838	0.589356925888842	1	1	744	745	9	1	4424	4433	14	ANY.RARE.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.chromatin_organization_genes
0.433242794453641	0.451835478696972	0.958850765112669	0.337633930898277	7	1	741	748	21	1	4428	4449	21	ANY.RARE.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.dna_repair_genes
0.526406087604964	0.497660287202844	1.05776189328606	0.290164009843628	6	1	737	743	16	1	4418	4434	12	ANY.RARE.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.nucleotide_excision_repair_genes
-0.518457549861544	0.519941855505522	-0.997145246861239	0.318694013199216	4	1	744	748	36	2	4413	4447	30	ANY.RARE.PREDICTED_COPY_GAIN.ANY.expressed_in_muscle_skeletal.signaling_transduction_by_receptor_tyrosine_kinases_genes
0.0815581563381263	0.0574868816654529	1.41872639418428	0.155978799084046	295	6	538	749	1564	7	3231	4450	959	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.protein_coding
0.744770410978325	0.352198206059091	2.11463431149155	0.0344611269377107	11	2	739	748	33	1	4415	4448	34	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.cosmic_cancer_genes
1.03795143476437	0.485524876177652	2.13779249157275	0.0325335886818248	7	1	738	745	15	1	4430	4445	13	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.germline_CPGs
-0.218040566208742	0.782179672283258	-0.27876020553214	0.780428855679974	2	1	742	744	12	1	4420	4432	19	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.chromatin_organization_genes
-0.410414647352921	1.07225991099893	-0.382756683471059	0.701900181632545	1	1	770	771	10	1	4565	4575	16	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.dna_DSB_repair_genes
0.560413278138467	0.369703474196063	1.51584531186003	0.129558471433957	10	1	738	748	34	2	4415	4448	34	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.dna_repair_genes
0.640246086868648	0.462854990639054	1.38325415047307	0.166586951172003	7	1	736	743	20	1	4414	4434	16	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.nucleotide_excision_repair_genes
-0.403844609481228	0.430203603088304	-0.938729026400866	0.34786988658422	6	1	743	749	51	2	4400	4449	49	ANY.RARE.PREDICTED_COPY_GAIN.ANY.ANY.signaling_transduction_by_receptor_tyrosine_kinases_genes
0.172954218594699	0.255101552784638	0.677981833927566	0.497783211417422	20	1	750	770	105	1	4463	4568	38	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.protein_coding
0.0840989297018148	0.23310638051286	0.360774893920911	0.718267732331036	23	1	747	770	128	2	4438	4564	68	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.lof_constrained.ANY.protein_coding
-0.162630084468691	0.638874209024692	-0.254557285567941	0.799065053667402	3	1	769	772	18	1	4557	4575	22	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.protein_coding
0.121086937984069	0.0790408291752378	1.5319542981465	0.125533712942476	144	6	653	772	761	8	3927	4572	542	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.protein_coding
0.525551281857318	0.455551586460581	1.15365920672256	0.248639914486662	7	1	732	739	21	1	4383	4404	12	DUP.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.cosmic_cancer_genes
0.131723657272927	0.465466487087313	0.282992784501407	0.777182368156945	6	1	741	747	29	1	4420	4449	40	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.missense_constrained.ANY.protein_coding
-0.544367107959997	0.531988570809733	-1.02326842686004	0.306180947599687	4	1	768	772	44	2	4532	4575	33	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.unconstrained.expressed_in_muscle_skeletal.protein_coding
0.0624068657585386	0.154186265400495	0.40474983680575	0.685661405087432	46	2	730	772	273	3	4330	4575	146	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.unconstrained.ANY.protein_coding
0.154898695482808	0.154417419719225	1.0031167193731	0.315804548658463	52	2	721	771	268	2	4317	4573	186	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.expressed_in_muscle_skeletal.protein_coding
0.122841445011076	0.077720012866829	1.58056387897878	0.113977790290062	151	6	648	772	795	8	3899	4573	574	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.protein_coding
0.525551281857318	0.455551586460581	1.15365920672256	0.248639914486662	7	1	732	739	21	1	4383	4404	12	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.cosmic_cancer_genes
-1.11611844882734	1.01187150011291	-1.10302390046839	0.2700167861059	1	1	771	772	15	2	4558	4572	11	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.dna_repair_genes
0.847084408116353	0.568028970958456	1.49126972641384	0.135890693759556	4	2	741	744	11	1	4401	4412	16	ANY.RARE.PREDICTED_INTRAGENIC_EXON_DUP.ANY.ANY.signaling_transduction_by_receptor_tyrosine_kinases_genes
0.128252950700801	0.126999506990654	1.00986967382668	0.312557733707717	67	3	689	750	333	4	4151	4450	323	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.protein_coding
0.0898159815838463	0.357297226200014	0.251376095300464	0.801523347644583	10	1	740	750	46	2	4404	4449	37	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.cosmic_cancer_genes
-0.138378754917772	0.582452856509454	-0.237579322294088	0.812207389788126	3	1	768	771	23	4	4555	4575	24	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.chromatin_organization_genes
0.448862050853588	0.592023738285774	0.758182521790907	0.448341723096649	4	1	744	748	14	1	4415	4429	19	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.dna_repair_genes
0.159673887160528	0.340430002467251	0.469035884038712	0.639043986820123	11	1	739	750	55	2	4396	4450	24	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.expressed_in_muscle_skeletal.signaling_transduction_by_receptor_tyrosine_kinases_genes
0.0156960637339491	0.103482097146217	0.151679026293515	0.879440100343353	98	3	664	750	558	5	3954	4450	561	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.protein_coding
-0.138732611520144	0.296592259424319	-0.467755334510153	0.639959565181561	13	1	737	750	74	3	4379	4450	65	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.cosmic_cancer_genes
-0.129887190284057	0.491235239643146	-0.264409349741303	0.79146450777031	4	1	740	744	24	3	4377	4399	16	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.germline_CPGs
-0.24965660287805	0.593923425608474	-0.420351500064638	0.674228692948978	3	1	767	770	26	4	4551	4574	28	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.chromatin_organization_genes
0.321819619861487	0.581967256448255	0.552985784501952	0.58027314432329	4	1	746	750	16	1	4434	4450	22	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.dna_repair_genes
0.452778833586393	0.68591054441585	0.660113534151889	0.509180974072812	3	1	746	749	9	1	4427	4436	11	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.nucleotide_excision_repair_genes
-0.962728268544918	1.05494849128435	-0.912583198609856	0.361461794081255	1	1	769	770	12	1	4541	4553	13	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.oncogenic_MAPK_signaling_genes
-0.169374357972621	0.31912886900309	-0.53073969303285	0.595599175956223	12	1	738	750	77	2	4374	4450	45	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.lof_constrained.ANY.signaling_transduction_by_receptor_tyrosine_kinases_genes
0.00911862144253045	0.158893871978124	0.0573881253506483	0.954236022011047	43	3	712	750	252	5	4216	4450	227	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.protein_coding
-0.420602446398534	0.544810571812597	-0.772015941245744	0.440104985946958	4	1	745	749	29	1	4401	4430	18	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.cosmic_cancer_genes
0.327118591188994	0.48404294050001	0.675804900389797	0.49916452301059	3	1	741	744	12	4	4416	4425	18	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.chromatin_organization_genes
0.120822305515474	0.78955261527875	0.153026287517037	0.878377544991911	2	1	747	749	12	1	4422	4434	15	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.dna_repair_genes
0.203403278483994	0.339808575790501	0.598581945764064	0.549451698460934	11	1	739	750	57	2	4394	4450	22	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.expressed_in_muscle_skeletal.signaling_transduction_by_receptor_tyrosine_kinases_genes
-0.00371194253882633	0.114628059787595	-0.0323824947024711	0.974167022370677	86	3	673	750	511	5	3988	4450	404	ANY.RARE.PREDICTED_LOF_or_PREDICTED_PARTIAL_EXON_DUP.missense_constrained.ANY.protein_coding
