name,gene,#chr,start,end,AF,rare,cases_0,cases_1,cases_2,controls_0,controls_1,controls_2,midpoint,AF_cases,AF_controls,p,coeff
PedSV.v2.3_DEL_chr2_2571,ALK,chr2,29245119,29245231,7.398639718303457e-05,True,446,0,0,2031,1,0,29245175.0,0.0,0.00024606299212598425,0.8690856479018195,-2.486189599124143
PedSV.v2.3_DEL_chr2_2574,ALK,chr2,29280633,29280704,0.001405950053595,True,444,2,0,2020,11,0,29280668.5,0.002242152466367713,0.0027080256031511572,0.9272029622259017,-0.07438526147586441
PedSV.v2.3_DEL_chr2_2577,ALK,chr2,29312290,29316509,0.0001479289931012,True,447,0,0,2030,2,0,29314399.5,0.0,0.0004921259842519685,0.8412003592378947,-4.569224138481943
PedSV.v2.3_INS_chr2_825,ALK,chr2,29315190,29315190,0.0008136089891195,True,447,0,0,2029,3,0,29315190.0,0.0,0.0007381889763779527,0.8203731725878717,-6.191016700010447
PedSV.v2.3_DEL_chr2_2579,ALK,chr2,29366131,29366201,0.0003698770015034,True,446,0,0,2031,1,0,29366166.0,0.0,0.00024606299212598425,0.775737155080546,-4.122075808128575
PedSV.v2.3_DEL_chr2_2583,ALK,chr2,29418799,29422523,0.0066567999310791,True,439,5,3,1995,32,5,29420661.0,0.012304250559284116,0.01033464566929134,0.26497163466926854,0.36127281300212116
PedSV.v2.3_INS_chr2_828,ALK,chr2,29422300,29422300,0.0046639000065624,True,441,5,0,1995,35,0,29422300.0,0.005605381165919282,0.008620689655172414,0.5596454108503537,-0.3130866729801635
PedSV.v2.3_INS_chr2_829,ALK,chr2,29434083,29434083,7.396449655061588e-05,True,447,0,0,2031,1,0,29434083.0,0.0,0.00024606299212598425,0.6017397725302528,-3.8339114785882833
PedSV.v2.3_INS_chr2_830,ALK,chr2,29446703,29446703,0.0002959019911941,True,446,0,0,2031,1,0,29446703.0,0.0,0.00024606299212598425,0.802180987657454,-3.948442330961019
PedSV.v2.3_DUP_chr2_990,ALK,chr2,29458088,29458168,7.396449655061588e-05,True,447,0,0,2031,1,0,29458128.0,0.0,0.00024606299212598425,0.7863208951194858,-3.9779392603023633
PedSV.v2.3_DEL_chr2_2585,ALK,chr2,29460189,29460348,7.399729656754062e-05,True,447,0,0,2030,1,0,29460268.5,0.0,0.0002461841457410143,0.7850383177829177,-4.045403355790375
PedSV.v2.3_INS_chr2_831,ALK,chr2,29486603,29486603,7.396449655061588e-05,True,446,1,0,2032,0,0,29486603.0,0.0011185682326621924,0.0,0.9660277215295966,12.826712770240144
PedSV.v2.3_DEL_chr2_2587,ALK,chr2,29508380,29514350,0.0010356600396335,True,446,1,0,2029,3,0,29511365.0,0.0011185682326621924,0.0007381889763779527,0.7520858023097712,0.3651760347776602
PedSV.v2.3_INS_chr2_832,ALK,chr2,29508709,29508709,0.0003787309979088,True,445,0,0,1967,3,0,29508709.0,0.0,0.0007614213197969543,0.9259765932246405,-8.890394767823391
PedSV.v2.3_DUP_chr2_992,ALK,chr2,29578102,29578180,0.0027366899885237,True,446,1,0,2023,9,0,29578141.0,0.0011185682326621924,0.0022145669291338582,0.5058794534297539,-0.7032627545770209
PedSV.v2.3_DUP_chr2_993,ALK,chr2,29583156,29585588,0.0001479289931012,True,447,0,0,2031,1,0,29584372.0,0.0,0.00024606299212598425,0.7946538005444397,-4.044503544883526
PedSV.v2.3_INS_chr2_835,ALK,chr2,29583561,29583561,0.1154019981622695,False,376,69,2,1560,469,3,29583561.0,0.08165548098434004,0.11687992125984252,0.00021237941175986027,-0.5151025959061383
PedSV.v2.3_INS_chr2_836,ALK,chr2,29624135,29624135,0.6245560050010681,False,62,253,132,231,1137,664,29624135.0,0.5782997762863534,0.6065452755905512,0.03434833373398184,-0.1801741298829958
PedSV.v2.3_DEL_chr2_2589,ALK,chr2,29627464,29627537,0.0017014399636536,True,443,3,0,2024,6,2,29627500.5,0.0033632286995515697,0.0024606299212598425,0.8365924880707999,0.11851954091381396
PedSV.v2.3_INS_chr2_837,ALK,chr2,29664327,29664327,7.397540321107954e-05,True,446,0,0,2031,1,0,29664327.0,0.0,0.00024606299212598425,0.7873138240600299,-3.812711663206661
PedSV.v2.3_DEL_chr2_2590,ALK,chr2,29677039,29677142,7.397540321107954e-05,True,446,0,0,2032,0,0,29677090.5,0.0,0.0,,0.0
PedSV.v2.3_INS_chr2_838,ALK,chr2,29684085,29684085,0.0001479950005887,True,444,1,0,2032,0,0,29684085.0,0.0011235955056179776,0.0,0.9704350112565702,13.095287816697901
PedSV.v2.3_DEL_chr2_2593,ALK,chr2,29735107,29740486,0.0011094700312241,True,445,2,0,2022,10,0,29737796.5,0.0022371364653243847,0.0024606299212598425,0.8812932247114538,0.12365697628679828
PedSV.v2.3_DEL_chr2_2595,ALK,chr2,29776361,29776433,0.859076976776123,False,19,123,305,122,509,1400,29776397.0,0.819910514541387,0.8146233382570163,0.2638195854766603,-0.1262720360390653
PedSV.v2.3_DEL_chr2_2597,ALK,chr2,29787724,29787810,7.397540321107954e-05,True,446,1,0,2031,0,0,29787767.0,0.0011185682326621924,0.0,0.9802826471700793,13.852033807961275
PedSV.v2.3_CPX_chr2_72,ALK,chr2,29787813,30070049,7.396449655061588e-05,True,447,0,0,2031,1,0,29928931.0,0.0,0.00024606299212598425,0.7820117476587551,-4.03216088121558
PedSV.v2.3_DEL_chr2_2598,ALK,chr2,29789601,29794354,7.396449655061588e-05,True,446,1,0,2032,0,0,29791977.5,0.0011185682326621924,0.0,0.9784499440546722,13.72856861750082
PedSV.v2.3_DEL_chr2_2599,ALK,chr2,29802351,29802599,0.0002963400038424,True,444,1,0,2030,0,0,29802475.0,0.0011235955056179776,0.0,0.9674684951546766,12.92840986897531
PedSV.v2.3_DEL_chr2_2601,ALK,chr2,29830942,29831118,0.1317159980535507,False,356,80,0,1393,540,0,29831030.0,0.09174311926605505,0.1396792550439731,5.832092426449873e-05,-0.5417644727875075
PedSV.v2.3_DEL_chr2_2602,ALK,chr2,29830945,29831290,0.000147950995597,True,446,1,0,2031,1,0,29831117.5,0.0011185682326621924,0.00024606299212598425,0.23143772712398436,1.702969652526265
PedSV.v2.3_DUP_chr2_994,ALK,chr2,29876543,29876771,0.0002959019911941,True,446,1,0,2031,0,0,29876657.0,0.0011185682326621924,0.0,0.9678273049818702,13.004368433732173
PedSV.v2.3_DUP_chr2_995,ALK,chr2,29902120,29916120,7.689939957344905e-05,True,392,0,0,2028,1,0,29909120.0,0.0,0.0002464268112370626,0.884452874917471,-2.2488770019988524
PedSV.v2.3_INS_chr2_841,ALK,chr2,29913920,29913920,0.0031175799667835,True,439,4,0,2005,17,0,29913920.0,0.004514672686230248,0.0042037586547972305,0.5767113673236912,0.34432631761364846
PedSV.v2.3_INS_chr2_842,ALK,chr2,29941865,29941865,0.118427000939846,False,333,109,0,1509,523,0,29941865.0,0.12330316742081449,0.12869094488188976,0.48076761673353885,-0.08635250660715087
PedSV.v2.3_INS_chr2_843,ALK,chr2,29980049,29980049,7.396449655061588e-05,True,447,0,0,2031,1,0,29980049.0,0.0,0.00024606299212598425,0.782091983443294,-3.937637204759744
PedSV.v2.3_DUP_chr2_996,ALK,chr2,30008425,30008505,0.0003698219952639,True,446,1,0,2030,2,0,30008465.0,0.0011185682326621924,0.0004921259842519685,0.5935802072976534,0.6548901607370915
PedSV.v2.3_DEL_chr2_2607,ALK,chr2,30047357,30047473,0.0001479950005887,True,446,0,0,2030,2,0,30047415.0,0.0,0.0004921259842519685,0.8375155990476096,-4.799732315232005
PedSV.v2.3_DEL_chr2_2609,ALK,chr2,30053261,30091007,0.0003698219952639,True,447,0,0,2030,2,0,30072134.0,0.0,0.0004921259842519685,0.852978174790502,-6.166361823552797
PedSV.v2.3_INS_chr2_846,ALK,chr2,30077955,30077955,0.0008875739877112,True,447,0,0,2026,6,0,30077955.0,0.0,0.0014763779527559055,0.969588691578047,-11.461496148465955
PedSV.v2.3_DEL_chr2_2611,ALK,chr2,30080260,30080406,0.2229290008544922,False,290,129,28,1267,624,141,30080333.0,0.20693512304250558,0.22293307086614172,0.11534373268416367,-0.13799148283837748
PedSV.v2.3_DUP_chr2_997,ALK,chr2,30093499,30093561,0.411981999874115,False,144,299,4,484,1533,15,30093530.0,0.3434004474272931,0.38459645669291337,0.003582392285622031,-0.32961272357968285
PedSV.v2.3_DEL_chr2_2614,ALK,chr2,30127354,30127454,7.410700345644727e-05,True,446,0,0,2029,0,0,30127404.0,0.0,0.0,,0.0
PedSV.v2.3_INS_chr2_848,ALK,chr2,30139514,30139514,0.000147950995597,True,446,0,0,2031,1,0,30139514.0,0.0,0.00024606299212598425,0.7451314917450186,-3.160109072457908
PedSV.v2.3_DUP_chr2_999,ALK,chr2,30155033,30155098,0.0025891400873661,True,447,0,0,2021,7,3,30155065.5,0.0,0.003200393894633186,0.9998855759525689,-24.39577974278965
PedSV.v2.3_DEL_chr2_2616,ALK,chr2,30163810,30165193,7.396449655061588e-05,True,447,0,0,2032,0,0,30164501.5,0.0,0.0,1.0,0.0
PedSV.v2.3_DEL_chr2_2617,ALK,chr2,30166522,30183569,0.0002218930021626,True,447,0,0,2030,2,0,30175045.5,0.0,0.0004921259842519685,0.8572915590778004,-6.3210561418797315
PedSV.v2.3_DEL_chr2_2618,ALK,chr2,30173267,30173493,0.0021452899090945,True,445,1,0,2018,8,6,30173380.0,0.0011210762331838565,0.004921259842519685,0.49175236180805615,-0.6038662158560815
PedSV.v2.3_DEL_chr2_2619,ALK,chr2,30182018,30182719,0.0002959459961857,True,446,0,0,2029,2,0,30182368.5,0.0,0.0004923682914820286,0.8519634060142224,-5.0034598383935345
PedSV.v2.3_INS_chr2_849,ALK,chr2,30182820,30182820,7.396449655061588e-05,True,447,0,0,2032,0,0,30182820.0,0.0,0.0,1.0,0.0
PedSV.v2.3_DEL_chr2_2620,ALK,chr2,30201197,30201259,7.397540321107954e-05,True,446,1,0,2032,0,0,30201228.0,0.0011185682326621924,0.0,0.9628392749582527,13.46736360514876
PedSV.v2.3_DUP_chr2_1001,ALK,chr2,30209701,30209755,0.0002218930021626,True,446,1,0,2032,0,0,30209728.0,0.0011185682326621924,0.0,0.965936444977038,12.862354324296914
PedSV.v2.3_INS_chr2_851,ALK,chr2,30223140,30223140,0.0011094700312241,True,443,4,0,2031,1,0,30223140.0,0.0044742729306487695,0.00024606299212598425,0.006664367517904229,3.2272362433621256
PedSV.v2.3_INS_chr2_852,ALK,chr2,30223143,30223143,0.0017980199772864,True,435,6,0,1999,2,0,30223143.0,0.006802721088435374,0.0004997501249375312,0.0009155399936373418,2.76608748506889
PedSV.v2.3_DUP_chr2_1002,ALK,chr2,30298518,30298595,7.396449655061588e-05,True,447,0,0,2031,1,0,30298556.5,0.0,0.00024606299212598425,0.78781445555961,-3.866645416400676
PedSV.v2.3_DEL_chr2_2625,ALK,chr2,30309906,30310619,7.397540321107954e-05,True,447,0,0,2030,1,0,30310262.5,0.0,0.0002461841457410143,0.788291757089451,-3.838467468785948
PedSV.v2.3_DEL_chr2_2628,ALK,chr2,30323234,30323925,0.0002959019911941,True,447,0,0,2031,1,0,30323579.5,0.0,0.00024606299212598425,0.777415854258964,-3.2238759198598914
PedSV.v2.3_DEL_chr2_2629,ALK,chr2,30324747,30325260,0.0002219589950982,True,447,0,0,2031,0,0,30325003.5,0.0,0.0,1.0,0.0
PedSV.v2.3_DEL_chr2_2630,ALK,chr2,30324947,30325267,0.000147950995597,True,447,0,0,2032,0,0,30325107.0,0.0,0.0,1.0,0.0
PedSV.v2.3_DEL_chr2_2631,ALK,chr2,30331851,30331946,0.0003754879871848,True,434,0,0,2000,3,0,30331898.5,0.0,0.0007488766849725411,0.9129426453586743,-7.414091862054742
PedSV.v2.3_DEL_chr2_2632,ALK,chr2,30331967,30332065,0.0002343020023545,True,423,0,0,1890,2,0,30332016.0,0.0,0.0005285412262156448,0.8655388835579689,-5.973089637716673
PedSV.v2.3_DEL_chr2_2635,ALK,chr2,30384805,30385668,0.0008136089891195,True,447,0,0,2028,4,0,30385236.5,0.0,0.000984251968503937,0.9414073508458203,-8.408393204537738
PedSV.v2.3_DEL_chr2_2636,ALK,chr2,30386094,30386786,0.000147950995597,True,447,0,0,2031,0,1,30386440.0,0.0,0.0004921259842519685,0.9804400031851112,-5.385361212525202
PedSV.v2.3_DEL_chr2_2637,ALK,chr2,30392328,30404893,0.0011094700312241,True,446,1,0,2025,7,0,30398610.5,0.0011185682326621924,0.0017224409448818897,0.660161390125422,-0.472081042141692
PedSV.v2.3_INS_chr2_856,ALK,chr2,30393644,30393644,0.0015534800477325,True,444,2,0,2021,11,0,30393644.0,0.002242152466367713,0.0027066929133858267,0.676068368765725,0.3334972997851746
PedSV.v2.3_DUP_chr2_1003,ALK,chr2,30393648,30395919,0.0072906902059912,True,413,9,0,1916,25,0,30394783.5,0.01066350710900474,0.006439979392065945,0.09894130121751452,0.6611709018847379
PedSV.v2.3_INS_chr2_857,ALK,chr2,30398992,30398992,7.396449655061588e-05,True,447,0,0,2031,1,0,30398992.0,0.0,0.00024606299212598425,0.7379530878503766,-3.2632010807507674
PedSV.v2.3_DEL_chr2_2638,ALK,chr2,30409063,30416947,7.396449655061588e-05,True,447,0,0,2032,0,0,30413005.0,0.0,0.0,1.0,0.0
PedSV.v2.3_DUP_chr2_1005,ALK,chr2,30419401,30419480,0.1267749965190887,False,400,47,0,1402,608,22,30419440.5,0.052572706935123045,0.16043307086614172,7.779357859955955e-17,-1.3441570363641127
PedSV.v2.3_INS_chr2_858,ALK,chr2,30419475,30419475,0.0007161039975471,True,439,0,0,1822,5,0,30419475.0,0.0,0.0013683634373289546,0.9872039441473365,-13.354271237238864
PedSV.v2.3_DUP_chr5_153,TERT,chr5,754062,754618,0.37185201048851013,False,137,275,34,685,1209,133,754340.0,0.3845291479820628,0.3638381845091268,0.09466114709674012,0.15336544207665512
PedSV.v2.3_INS_chr5_24,TERT,chr5,754064,754064,0.0015622699866071343,True,427,4,0,2025,3,0,754064.0,0.004640371229698376,0.0007396449704142012,0.007695661511356051,2.1290692608988397
PedSV.v2.3_DEL_chr5_284,TERT,chr5,754476,754585,0.00015363299462478608,True,446,0,0,1905,1,0,754530.5,0.0,0.00026232948583420777,0.8486212688967417,-3.630697667836369
PedSV.v2.3_DUP_chr5_154,TERT,chr5,761865,762106,0.5860949754714966,False,40,289,118,204,1469,359,761985.5,0.587248322147651,0.5381397637795275,2.138872344299306e-05,0.4300872059067688
PedSV.v2.3_DEL_chr5_286,TERT,chr5,761866,762472,7.401919719995931e-05,True,444,0,0,2030,0,0,762169.0,0.0,0.0,,0.0
PedSV.v2.3_DEL_chr5_290,TERT,chr5,764339,764424,0.010727999731898308,False,437,9,1,2000,29,3,764381.5,0.012304250559284116,0.00861220472440945,0.40999054943748625,0.26515267222960787
PedSV.v2.3_DEL_chr5_296,TERT,chr5,782983,783506,0.03722739964723587,False,186,98,40,2032,0,0,783244.5,0.27469135802469136,0.0,0.9999869467142077,165.69007690370177
PedSV.v2.3_DEL_chr5_297,TERT,chr5,783620,783721,7.408510282402858e-05,True,444,0,0,2032,0,0,783670.5,0.0,0.0,,0.0
PedSV.v2.3_DEL_chr5_298,TERT,chr5,783630,783701,7.536930206697434e-05,True,444,0,0,2002,1,0,783665.5,0.0,0.00024962556165751375,0.7975807948923977,-3.9274554752528985
PedSV.v2.3_DEL_chr5_300,TERT,chr5,795869,796001,0.00016007700469344854,True,427,0,0,1816,2,0,795935.0,0.0,0.00055005500550055,0.8641519173144828,-6.588863862587095
PedSV.v2.3_DEL_chr5_302,TERT,chr5,805568,805872,0.00023741699988022447,True,422,0,0,1879,1,0,805720.0,0.0,0.00026595744680851064,0.6780138078099779,-4.340133899586307
PedSV.v2.3_INS_chr5_26,TERT,chr5,805568,805568,0.086033396422863,False,375,71,1,1671,354,6,805568.0,0.08165548098434004,0.09010339734121123,0.518817359879207,0.09944163105908789
PedSV.v2.3_DEL_chr5_304,TERT,chr5,809584,809660,0.00022189300216268748,True,447,0,0,2030,2,0,809622.0,0.0,0.0004921259842519685,0.8564168001267782,-4.340396033325858
PedSV.v2.3_DUP_chr5_158,TERT,chr5,835901,878001,0.00023194699315354228,True,379,1,0,2024,1,0,856951.0,0.0013157894736842105,0.0002469135802469136,0.22648431135831737,1.7179026281329874
PedSV.v2.3_DEL_chr5_305,TERT,chr5,836030,836935,0.04982230067253113,False,409,33,4,1803,215,12,836482.5,0.04596412556053812,0.05886699507389163,0.16596700626114735,-0.23684195532260954
PedSV.v2.3_DEL_chr5_306,TERT,chr5,840925,841027,0.0003001650038640946,True,433,4,0,2012,0,0,840976.0,0.004576659038901602,0.0,0.9999968261258967,47.37592000769739
PedSV.v2.3_DEL_chr5_308,TERT,chr5,840988,841097,0.0032674900721758604,True,433,8,0,2028,2,0,841042.5,0.009070294784580499,0.0004926108374384236,0.00041473123367918646,2.805467760496792
PedSV.v2.3_DEL_chr5_309,TERT,chr5,840991,841058,0.0005315919988788664,True,434,6,0,1988,0,0,841024.5,0.006818181818181818,0.0,,62.8852250866444
PedSV.v2.3_DEL_chr5_310,TERT,chr5,841020,841138,0.2847209870815277,False,250,186,1,848,1164,1,841079.0,0.2151029748283753,0.2896174863387978,4.240742928018638e-08,-0.5919155533335076
PedSV.v2.3_DEL_chr5_312,TERT,chr5,841061,841168,0.0010906800162047148,True,419,5,0,1963,1,0,841114.5,0.00589622641509434,0.0002545824847250509,0.00423609000292679,3.16325012030706
PedSV.v2.3_DEL_chr5_313,TERT,chr5,841108,841167,0.00045516600948758423,True,419,4,0,2000,0,0,841137.5,0.004728132387706856,0.0,0.9999958543179049,39.96429617114028
PedSV.v2.3_DUP_chr5_159,TERT,chr5,843854,844063,0.00014812599692959338,True,446,0,0,2031,0,0,843958.5,0.0,0.0,,0.0
PedSV.v2.3_DUP_chr5_160,TERT,chr5,843855,843995,0.06982249766588211,False,389,58,0,1776,256,0,843925.0,0.06487695749440715,0.06299212598425197,0.05373662603369884,0.35735948212245366
PedSV.v2.3_DEL_chr5_315,TERT,chr5,843862,843966,0.10312599688768387,False,364,78,0,1638,392,1,843914.0,0.08823529411764706,0.09699655342195962,0.3402753623552601,0.14794508002004148
PedSV.v2.3_DUP_chr5_161,TERT,chr5,843908,844014,0.00014819200441706926,True,446,0,0,2025,1,0,843961.0,0.0,0.00024679170779861795,0.8257608632244371,-3.786400305400286
PedSV.v2.3_DUP_chr5_162,TERT,chr5,846595,846781,0.003468479961156845,True,426,9,0,1901,21,0,846688.0,0.010344827586206896,0.005463059313215401,0.036200659432486244,0.9250986575918833
PedSV.v2.3_DUP_chr5_163,TERT,chr5,847001,866001,0.00038455601315945387,True,391,1,0,2029,0,0,856501.0,0.0012755102040816326,0.0,0.9519101277117223,11.994607593226329
PedSV.v2.3_DEL_chr5_319,TERT,chr5,847054,847105,0.0300562996417284,False,416,27,0,1904,124,3,847079.5,0.030474040632054177,0.032003938946331856,0.362183950273646,0.2126445004597943
PedSV.v2.3_INS_chr5_28,TERT,chr5,851552,851552,7.396449655061588e-05,True,447,0,0,2032,0,0,851552.0,0.0,0.0,1.0,0.0
PedSV.v2.3_DEL_chr5_324,TERT,chr5,852735,853656,0.00014797299809288234,True,447,0,0,2031,1,0,853195.5,0.0,0.00024606299212598425,0.7864705165972596,-3.9664723086051437
PedSV.v2.3_DUP_chr5_164,TERT,chr5,853355,854287,0.0008895479841157794,True,444,1,0,2021,6,0,853821.0,0.0011235955056179776,0.0014800197335964479,0.7431462117890236,-0.3552952611642405
PedSV.v2.3_DEL_chr5_325,TERT,chr5,854629,854944,0.00014812599692959338,True,446,0,0,2031,1,0,854786.5,0.0,0.00024606299212598425,0.8611459396797791,-2.5423698856915675
